sample_id,image_name,image_path,mask_path,json_path,sample_type,is_labeled,source_split,video_id,video_name,frame_id
normal_001733,001733.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\001733.jpg,,,normal,False,normal_pool,14,14.mp4,1733
normal_001734,001734.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\001734.jpg,,,normal,False,normal_pool,14,14.mp4,1734
normal_001735,001735.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\001735.jpg,,,normal,False,normal_pool,14,14.mp4,1735
normal_001736,001736.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\001736.jpg,,,normal,False,normal_pool,14,14.mp4,1736
normal_001737,001737.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\001737.jpg,,,normal,False,normal_pool,14,14.mp4,1737
normal_001738,001738.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\001738.jpg,,,normal,False,normal_pool,14,14.mp4,1738
normal_001739,001739.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\001739.jpg,,,normal,False,normal_pool,14,14.mp4,1739
normal_001740,001740.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\001740.jpg,,,normal,False,normal_pool,14,14.mp4,1740
normal_001741,001741.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\001741.jpg,,,normal,False,normal_pool,14,14.mp4,1741
normal_001745,001745.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\001745.jpg,,,normal,False,normal_pool,14,14.mp4,1745
normal_001757,001757.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\001757.jpg,,,normal,False,normal_pool,14,14.mp4,1757
normal_001758,001758.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\001758.jpg,,,normal,False,normal_pool,14,14.mp4,1758
normal_001759,001759.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\001759.jpg,,,normal,False,normal_pool,14,14.mp4,1759
normal_001760,001760.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\001760.jpg,,,normal,False,normal_pool,14,14.mp4,1760
normal_001761,001761.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\001761.jpg,,,normal,False,normal_pool,14,14.mp4,1761
normal_001762,001762.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\001762.jpg,,,normal,False,normal_pool,14,14.mp4,1762
normal_001763,001763.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\001763.jpg,,,normal,False,normal_pool,14,14.mp4,1763
normal_001764,001764.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\001764.jpg,,,normal,False,normal_pool,14,14.mp4,1764
normal_001765,001765.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\001765.jpg,,,normal,False,normal_pool,14,14.mp4,1765
normal_001766,001766.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\001766.jpg,,,normal,False,normal_pool,14,14.mp4,1766
normal_001767,001767.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\001767.jpg,,,normal,False,normal_pool,14,14.mp4,1767
normal_001768,001768.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\001768.jpg,,,normal,False,normal_pool,14,14.mp4,1768
normal_001769,001769.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\001769.jpg,,,normal,False,normal_pool,14,14.mp4,1769
normal_001891,001891.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\001891.jpg,,,normal,False,normal_pool,15,15.mp4,1891
normal_001892,001892.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\001892.jpg,,,normal,False,normal_pool,15,15.mp4,1892
normal_001893,001893.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\001893.jpg,,,normal,False,normal_pool,15,15.mp4,1893
normal_001894,001894.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\001894.jpg,,,normal,False,normal_pool,15,15.mp4,1894
normal_001895,001895.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\001895.jpg,,,normal,False,normal_pool,15,15.mp4,1895
normal_001896,001896.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\001896.jpg,,,normal,False,normal_pool,15,15.mp4,1896
normal_001897,001897.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\001897.jpg,,,normal,False,normal_pool,15,15.mp4,1897
normal_001898,001898.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\001898.jpg,,,normal,False,normal_pool,15,15.mp4,1898
normal_001899,001899.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\001899.jpg,,,normal,False,normal_pool,15,15.mp4,1899
normal_001900,001900.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\001900.jpg,,,normal,False,normal_pool,15,15.mp4,1900
normal_001901,001901.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\001901.jpg,,,normal,False,normal_pool,15,15.mp4,1901
normal_001902,001902.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\001902.jpg,,,normal,False,normal_pool,15,15.mp4,1902
normal_001903,001903.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\001903.jpg,,,normal,False,normal_pool,15,15.mp4,1903
normal_001913,001913.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\001913.jpg,,,normal,False,normal_pool,15,15.mp4,1913
normal_001914,001914.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\001914.jpg,,,normal,False,normal_pool,15,15.mp4,1914
normal_001915,001915.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\001915.jpg,,,normal,False,normal_pool,15,15.mp4,1915
normal_001916,001916.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\001916.jpg,,,normal,False,normal_pool,15,15.mp4,1916
normal_001917,001917.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\001917.jpg,,,normal,False,normal_pool,15,15.mp4,1917
normal_001918,001918.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\001918.jpg,,,normal,False,normal_pool,15,15.mp4,1918
normal_001919,001919.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\001919.jpg,,,normal,False,normal_pool,15,15.mp4,1919
normal_001920,001920.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\001920.jpg,,,normal,False,normal_pool,15,15.mp4,1920
normal_001921,001921.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\001921.jpg,,,normal,False,normal_pool,15,15.mp4,1921
normal_001922,001922.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\001922.jpg,,,normal,False,normal_pool,15,15.mp4,1922
normal_001923,001923.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\001923.jpg,,,normal,False,normal_pool,15,15.mp4,1923
normal_001924,001924.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\001924.jpg,,,normal,False,normal_pool,15,15.mp4,1924
normal_001925,001925.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\001925.jpg,,,normal,False,normal_pool,15,15.mp4,1925
normal_001926,001926.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\001926.jpg,,,normal,False,normal_pool,15,15.mp4,1926
normal_001927,001927.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\001927.jpg,,,normal,False,normal_pool,15,15.mp4,1927
normal_001928,001928.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\001928.jpg,,,normal,False,normal_pool,15,15.mp4,1928
normal_001929,001929.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\001929.jpg,,,normal,False,normal_pool,15,15.mp4,1929
normal_001930,001930.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\001930.jpg,,,normal,False,normal_pool,15,15.mp4,1930
normal_001931,001931.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\001931.jpg,,,normal,False,normal_pool,15,15.mp4,1931
normal_001932,001932.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\001932.jpg,,,normal,False,normal_pool,15,15.mp4,1932
normal_001933,001933.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\001933.jpg,,,normal,False,normal_pool,15,15.mp4,1933
normal_001934,001934.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\001934.jpg,,,normal,False,normal_pool,15,15.mp4,1934
normal_001935,001935.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\001935.jpg,,,normal,False,normal_pool,15,15.mp4,1935
normal_001936,001936.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\001936.jpg,,,normal,False,normal_pool,15,15.mp4,1936
normal_001937,001937.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\001937.jpg,,,normal,False,normal_pool,15,15.mp4,1937
normal_001938,001938.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\001938.jpg,,,normal,False,normal_pool,15,15.mp4,1938
normal_001939,001939.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\001939.jpg,,,normal,False,normal_pool,15,15.mp4,1939
normal_001940,001940.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\001940.jpg,,,normal,False,normal_pool,15,15.mp4,1940
normal_001941,001941.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\001941.jpg,,,normal,False,normal_pool,15,15.mp4,1941
normal_001942,001942.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\001942.jpg,,,normal,False,normal_pool,15,15.mp4,1942
normal_001943,001943.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\001943.jpg,,,normal,False,normal_pool,15,15.mp4,1943
normal_001944,001944.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\001944.jpg,,,normal,False,normal_pool,15,15.mp4,1944
normal_001945,001945.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\001945.jpg,,,normal,False,normal_pool,15,15.mp4,1945
normal_001946,001946.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\001946.jpg,,,normal,False,normal_pool,15,15.mp4,1946
normal_001947,001947.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\001947.jpg,,,normal,False,normal_pool,15,15.mp4,1947
normal_001948,001948.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\001948.jpg,,,normal,False,normal_pool,15,15.mp4,1948
normal_001949,001949.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\001949.jpg,,,normal,False,normal_pool,15,15.mp4,1949
normal_001950,001950.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\001950.jpg,,,normal,False,normal_pool,15,15.mp4,1950
normal_001951,001951.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\001951.jpg,,,normal,False,normal_pool,15,15.mp4,1951
normal_001952,001952.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\001952.jpg,,,normal,False,normal_pool,15,15.mp4,1952
normal_001953,001953.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\001953.jpg,,,normal,False,normal_pool,15,15.mp4,1953
normal_001954,001954.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\001954.jpg,,,normal,False,normal_pool,15,15.mp4,1954
normal_001955,001955.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\001955.jpg,,,normal,False,normal_pool,15,15.mp4,1955
normal_001956,001956.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\001956.jpg,,,normal,False,normal_pool,15,15.mp4,1956
normal_001957,001957.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\001957.jpg,,,normal,False,normal_pool,15,15.mp4,1957
normal_001958,001958.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\001958.jpg,,,normal,False,normal_pool,15,15.mp4,1958
normal_001959,001959.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\001959.jpg,,,normal,False,normal_pool,15,15.mp4,1959
normal_001960,001960.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\001960.jpg,,,normal,False,normal_pool,15,15.mp4,1960
normal_001961,001961.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\001961.jpg,,,normal,False,normal_pool,15,15.mp4,1961
normal_001962,001962.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\001962.jpg,,,normal,False,normal_pool,15,15.mp4,1962
normal_001963,001963.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\001963.jpg,,,normal,False,normal_pool,15,15.mp4,1963
normal_001964,001964.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\001964.jpg,,,normal,False,normal_pool,15,15.mp4,1964
normal_001965,001965.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\001965.jpg,,,normal,False,normal_pool,15,15.mp4,1965
normal_001966,001966.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\001966.jpg,,,normal,False,normal_pool,15,15.mp4,1966
normal_001967,001967.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\001967.jpg,,,normal,False,normal_pool,15,15.mp4,1967
normal_001968,001968.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\001968.jpg,,,normal,False,normal_pool,15,15.mp4,1968
normal_001969,001969.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\001969.jpg,,,normal,False,normal_pool,15,15.mp4,1969
normal_001970,001970.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\001970.jpg,,,normal,False,normal_pool,15,15.mp4,1970
normal_001971,001971.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\001971.jpg,,,normal,False,normal_pool,15,15.mp4,1971
normal_001972,001972.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\001972.jpg,,,normal,False,normal_pool,15,15.mp4,1972
normal_001973,001973.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\001973.jpg,,,normal,False,normal_pool,15,15.mp4,1973
normal_001974,001974.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\001974.jpg,,,normal,False,normal_pool,15,15.mp4,1974
normal_001975,001975.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\001975.jpg,,,normal,False,normal_pool,15,15.mp4,1975
normal_001976,001976.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\001976.jpg,,,normal,False,normal_pool,15,15.mp4,1976
normal_001977,001977.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\001977.jpg,,,normal,False,normal_pool,15,15.mp4,1977
normal_001978,001978.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\001978.jpg,,,normal,False,normal_pool,15,15.mp4,1978
normal_001979,001979.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\001979.jpg,,,normal,False,normal_pool,15,15.mp4,1979
normal_001980,001980.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\001980.jpg,,,normal,False,normal_pool,15,15.mp4,1980
normal_001981,001981.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\001981.jpg,,,normal,False,normal_pool,15,15.mp4,1981
normal_001982,001982.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\001982.jpg,,,normal,False,normal_pool,15,15.mp4,1982
normal_001983,001983.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\001983.jpg,,,normal,False,normal_pool,15,15.mp4,1983
normal_001984,001984.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\001984.jpg,,,normal,False,normal_pool,15,15.mp4,1984
normal_001985,001985.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\001985.jpg,,,normal,False,normal_pool,15,15.mp4,1985
normal_001986,001986.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\001986.jpg,,,normal,False,normal_pool,15,15.mp4,1986
normal_001987,001987.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\001987.jpg,,,normal,False,normal_pool,15,15.mp4,1987
normal_001988,001988.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\001988.jpg,,,normal,False,normal_pool,15,15.mp4,1988
normal_001989,001989.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\001989.jpg,,,normal,False,normal_pool,15,15.mp4,1989
normal_001990,001990.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\001990.jpg,,,normal,False,normal_pool,15,15.mp4,1990
normal_001991,001991.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\001991.jpg,,,normal,False,normal_pool,15,15.mp4,1991
normal_001992,001992.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\001992.jpg,,,normal,False,normal_pool,15,15.mp4,1992
normal_001993,001993.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\001993.jpg,,,normal,False,normal_pool,15,15.mp4,1993
normal_001994,001994.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\001994.jpg,,,normal,False,normal_pool,15,15.mp4,1994
normal_001995,001995.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\001995.jpg,,,normal,False,normal_pool,15,15.mp4,1995
normal_001996,001996.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\001996.jpg,,,normal,False,normal_pool,15,15.mp4,1996
normal_001997,001997.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\001997.jpg,,,normal,False,normal_pool,15,15.mp4,1997
normal_001998,001998.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\001998.jpg,,,normal,False,normal_pool,15,15.mp4,1998
normal_001999,001999.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\001999.jpg,,,normal,False,normal_pool,15,15.mp4,1999
normal_002000,002000.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\002000.jpg,,,normal,False,normal_pool,15,15.mp4,2000
normal_002001,002001.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\002001.jpg,,,normal,False,normal_pool,15,15.mp4,2001
normal_002002,002002.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\002002.jpg,,,normal,False,normal_pool,15,15.mp4,2002
normal_002003,002003.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\002003.jpg,,,normal,False,normal_pool,15,15.mp4,2003
normal_002004,002004.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\002004.jpg,,,normal,False,normal_pool,15,15.mp4,2004
normal_002005,002005.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\002005.jpg,,,normal,False,normal_pool,15,15.mp4,2005
normal_002006,002006.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\002006.jpg,,,normal,False,normal_pool,15,15.mp4,2006
normal_002063,002063.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\002063.jpg,,,normal,False,normal_pool,15,15.mp4,2063
normal_002064,002064.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\002064.jpg,,,normal,False,normal_pool,15,15.mp4,2064
normal_002065,002065.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\002065.jpg,,,normal,False,normal_pool,15,15.mp4,2065
normal_002109,002109.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\002109.jpg,,,normal,False,normal_pool,15,15.mp4,2109
normal_002110,002110.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\002110.jpg,,,normal,False,normal_pool,15,15.mp4,2110
normal_002111,002111.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\002111.jpg,,,normal,False,normal_pool,15,15.mp4,2111
normal_002112,002112.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\002112.jpg,,,normal,False,normal_pool,15,15.mp4,2112
normal_002113,002113.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\002113.jpg,,,normal,False,normal_pool,15,15.mp4,2113
normal_002114,002114.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\002114.jpg,,,normal,False,normal_pool,15,15.mp4,2114
normal_002115,002115.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\002115.jpg,,,normal,False,normal_pool,15,15.mp4,2115
normal_002116,002116.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\002116.jpg,,,normal,False,normal_pool,15,15.mp4,2116
normal_002117,002117.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\002117.jpg,,,normal,False,normal_pool,15,15.mp4,2117
normal_002118,002118.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\002118.jpg,,,normal,False,normal_pool,15,15.mp4,2118
normal_002119,002119.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\002119.jpg,,,normal,False,normal_pool,15,15.mp4,2119
normal_002120,002120.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\002120.jpg,,,normal,False,normal_pool,15,15.mp4,2120
normal_002121,002121.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\002121.jpg,,,normal,False,normal_pool,15,15.mp4,2121
normal_002122,002122.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\002122.jpg,,,normal,False,normal_pool,16,16.mp4,2122
normal_002123,002123.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\002123.jpg,,,normal,False,normal_pool,16,16.mp4,2123
normal_002124,002124.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\002124.jpg,,,normal,False,normal_pool,16,16.mp4,2124
normal_002125,002125.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\002125.jpg,,,normal,False,normal_pool,16,16.mp4,2125
normal_002126,002126.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\002126.jpg,,,normal,False,normal_pool,16,16.mp4,2126
normal_002127,002127.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\002127.jpg,,,normal,False,normal_pool,16,16.mp4,2127
normal_002128,002128.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\002128.jpg,,,normal,False,normal_pool,16,16.mp4,2128
normal_002129,002129.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\002129.jpg,,,normal,False,normal_pool,16,16.mp4,2129
normal_002130,002130.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\002130.jpg,,,normal,False,normal_pool,16,16.mp4,2130
